air_conditioning,alarm,area_gross,area_land,area_net,central_heating,condition,construction_year,county,description,energy,fireplace,garage,local,location,others,parking,pool,price,storage,title,toilets,type
False,False,160,190,144,False,Usado,,Lisboa,"Moradia T5 para remodelar, localizada no Bairro de Belém. Destaque para a vista frontal rio e espaço exterior, com 100m2. Localizada a 300 metros do Mosteiro dos Jerónimos e próximo dos Patéis de Belém. A moradia tem dois andares e conta com excelente exposição solar. Junto a transportes, comércio e serviços.  Belém é uma zona tranquila à beira do rio Tejo, servida de ótimos acessos e bem organizada urbanisticamente, é uma das freguesias mais procuradas para viver em Lisboa. Nela podemos encontrar pontos de interesse turístico e cultural como o Mosteiro dos Jerónimos, Museu da Etnologia, Museu dos Coches e da Eletricidade, Centro Cultural de Belém, Torre de Belém, Padrão dos Descobrimentos, Jardim Botânico Tropical e Palácio de Belém.  Conhecida pelos famosos 'Pasteis de Belém' e pelas suas vastas zonas verdes e esplanadas à beira rio.  Categoria Energética: E",E,False,,,Belém,,False,False,780000,False,"Moradia V5, Bairro de Belém",2,T5
False,False,,1125,570,False,Para recuperar,,Lisboa,"Moradia de qualidade superior inserida em zona nobre de Lisboa. Ideal para habitação ou pequeno hotel de charme No estado actual necessita reabilitação. Pode ser vendida totalmente remodelado e com projecto de arquitectura chave na mão por  4.700.000 Para mais informações, consulte-nos. CE: D  EN  Villa of superior quality inserted in prime area of Lisbon. Ideal for housing or small charming hotel In the present state it needs rehabilitation. Can be sold fully refurbished and with turnkey architecture project for  4,700,000 For more information, contact us.  FR  Villa de qualité supérieure insérée dans un quartier privilégié de Lisbonne. Idéal pour logement ou petit hôtel de charme Dans létat actuel, il a besoin dêtre réhabilité. Peut être vendu entièrement rénové et avec un projet darchitecture clé en main pour 4 700 000  Pour plus dinformations, contactez nous.",D,False,,,Alvalade,,False,False,2980000,False,Moradia com terraço em lote de terreno de 1125m2 para venda em Alvalad,,T6
False,False,,,48,False,Para recuperar,,Lisboa,"Moradia para recuperar, localizada no bairro de Caselas, junto ao restelo perto de transportes e principais acessos de Lisboa(A5 e CREL). O espaço tem potencial para fazer uma moradia familiar tendo uma Área de terreno de 156m2.",,False,,,Ajuda,,False,False,290000,False,Moradia para investimento/remodelação em Caselas,1,T3
False,False,,,400,False,Renovado,,Lisboa,"Imóvel esta localizado  na av. Cel bento roma, proximo  ao metro de roma, ao comboio de roma areeiro. Proximo  ao pinco doce e ao continente... antigo restaurant LISBON kings kitchen indian, com cave.",,False,,,Alvalade,,False,False,550000,False,Imóvel  400mts quadrados,3,T4
False,False,241,80,230,False,Para recuperar,,Lisboa,"Duas moradias situado junto ao Palácio Nacional da Ajuda, com 241m2 de construção e 80m2 de logradouro. Excelente oportunidade para desenvolver um projeto para habitação própria ou rendimento predial. Encontra-se totalmente para obras e a venda das duas moradias será conjunta.  Categoria Energética: D",D,False,,,Ajuda,,False,False,590000,False,"Moradia, 6 quartos, Lisboa, Ajuda",4 ou mais,T6
False,False,,182,182,False,Para recuperar,,Lisboa,"Moradia para reconstrução total, com projeto aprovado e licença a pagamento. Destaque para o logradouro de 80 m2, virado a Sul e para a área bruta de construção aprovada, de 299 m2. A moradia localiza-se a 400 metros dos famosos 'Pastéis de Belém' e 3 minutos do Centro Cultural de Belém.  Belém é uma zona tranquila à beira do rio Tejo, servida de ótimos acessos e bem organizada urbanisticamente, é uma das freguesias mais procuradas para viver em Lisboa. Nela podemos encontrar pontos de interesse turístico e cultural como o Mosteiro dos Jerónimos, Museu da Etnologia, Museu dos Coches e da Eletricidade, Centro Cultural de Belém, Torre de Belém, Padrão dos Descobrimentos, Jardim Botânico Tropical e Palácio de Belém.  Conhecida pelos famosos 'Pasteis de Belém' e pelas suas vastas zonas verdes e esplanadas à beira rio.  Categoria Energética: F",F,False,,,Belém,,False,False,525000,False,"Moradia para reconstrução, Belém, Lisboa",2,T3
False,False,,,80,False,Novo,,Lisboa,"Este modelo pré-fabricado é caracterizado pela sua linha de arquitetura moderna, e consta com uma espaçosa área de estar, jantar e cozinha. Separadamente encontra-se o quarto suite com casa de banho privativa, e ainda outro quarto individual.  Mobiliário não incluído no valor apresentado. O valor apresentado refere-se apenas à habitação. Deverá de dispor de terreno para implementação da habitação a construir.  Dispomos de outros modelos, bem como, outros revestimentos e acabamentos, e construímos igualmente por medida. Construímos também outras tipologias de T0 a T4.  Para mais informações, envie mensagem via OLX ou contacte-nos através do telm.",A,False,,,Parque das Nações,,False,False,85000,False,Habitação modular pré-fabricada - T2,1,T2
False,False,,,76,False,Novo,2019,Lisboa,"Uma resposta à medida de quem procura investir ou morar em Lisboa. Situado no centro histórico de Lisboa, este T2 Duplex encontra-se inserido num edificio pré-pombalino de meados do séc. XVIII. A fachada e a cobertura mantém a traça original e no interior os espaços organizam-se de forma fluida, permitindo a luz natural percorrer todas as divisões. Os materias utilizados criam um ambiente confortável e único entre o Histórico e o Contemporâneo.",F,False,,,São Vicente,,False,False,395000,False,"Duplex T2, Alfama",,T2
False,False,30,30,30,False,,1951,Campolide,"Pequena Moradia, para recuperação total, localizada na Calçada da Quintinha - Vila Santos, no emblemático Bairro de Campolide.   No centro das principais artérias de acesso ao centro da cidade de Lisboa.   Este imóvel, composto por 2 divisões e com um pé direito alto, é indicado para a construção de uma mezzanine e representa uma oportunidade de investimento para quem procura uma opção para remodelar e rentabilizar.   Marque a sua visita",Isento,False,,,Vila Santos à Calçada da Quintinha,,False,False,170000,False,MORADIA PARA RECUPERAÇÃO TOTAL I CAMPOLIDE,1,T2
False,False,,,40,False,Para recuperar,,Lisboa,Casa completamente inabitável com 40m2 .Existe a possibilidade de adicionar mais um piso.,,False,,,Alcântara,,False,False,160000,False,Casa para recuperar e aumentar,1,T1
False,False,,,100,False,Usado,,Lisboa,Moradia t2 traca antiga com garagem e sótão que podera ser utilizada para habitação a 5 minutos de alenquer,,False,,,Arroios,,False,False,120000,False,Moradia com garagem,1,T2
False,False,214,380,214,False,Para recuperar,,Lisboa,"LIsboa   Moradia V4 na Alta de Lisboa   Imóvel com 214m2, usado neste momento como armazém, mas possui licença de habitação. Encontra-se inserido num lote de terreno com 380m2 e existe a possibilidade de aumentar um piso transformando este imóvel numa moradia de sonho ou uma fonte de rendimento.  Excelente oportunidade de investimento.  Selva de Pedra    Imobiliária Lets find Home!",,False,,,Santa Clara,,False,False,320000,False,Moradia V4 na Alta de Lisboa,,T4
False,False,700,1000,690,False,Usado,,Lisboa,"Esta moradia foi totalmente recuperada, com equipamentos modernos de qualidade, encontra-se inserida num lote de mil metros quadrados, área de 700m2, distribuída por cinco pisos.",D,False,,,Belém,,False,False,6500000,False,"Moradia Restelo, Lisboa",,T0
False,False,,,230,False,Usado,,Lisboa,"Moradia t4 com 2 anos feita toda de raiz 3 suites garagem para uma viatura mais 3 lugares de estacionamento, piso radiante, cozinha totalmente equipada com electrodomésticos AEG, estores eléctricos, bomba de calor Daikin e painéis solares, Portões eléctricos e um jardim Caixilharia em pvc kommerling",A,False,,,Olivais,,False,False,965000,False,Moradia t4 bairro da encarnação,4 ou mais,T4
False,False,281,,277,False,Para recuperar,1951,Lisboa,"CALÇADA DA AJUDA - 2 MORADIAS ISOLADAS COM JARDIM DE 100M2 – PROJETO APROVADO - ARRANQUE DA OBRA PREVISTO PARA MAIO 2022 - Um lote único com projeto aprovado que prevê a construção imediata de 2 moradias unifamiliares, ao pé do mercado da Ajuda, numa transversal da Calçada da Ajuda em Lisboa. Muita luz, orientação solar perfeita, com vista rio. É uma oportunidade única nesta zona. Projeto para moradia de 4 pisos, cima do solo, com: Piso -1 Piso 0 Piso 1   Projeto para moradia de 3 pisos, com:  Piso 0 Piso 1 Piso 2   Situadas no centro da cidade de Lisboa, próximo do Chafariz da Boa Hora, a 5 minutos a pé de Belém, do Museu Nacional dos Coches e do Palácio Nacional da Ajuda. Paragem de autocarro a 1 minuto, paragem de elétrico a 3, e estação de comboio a 15. De fácil acesso a grande parte dos pontos turísticos da cidade, a todo o tipo de comércio e serviços. Aguardamos o seu contacto. **** CALÇADA DA AJUDA - 2 DETACHED VILLAS WITH GARDEN OF 100M2 - PROJECT APPROVED - START-UP OF THE WORK SCHEDULED FOR MAY 2022 - A single plot with an approved project that provides for the immediate construction of 2 single-family houses, at the foot of the Ajuda market, in a transversal of the Calçada da Ajuda in Lisbon. Lots of light, perfect solar orientation, overlooking the river. It is a unique opportunity in this area. Project for a 4-storey house, above ground, with: Floor -1 Floor 0 1st floor   Project for a 3-storey house, with: Floor 0 1st floor 2nd floor   Located in the city center of Lisbon, close to the Boa Hora Fountain, 5 minutes' walk from Belém, the National Coach Museum and the Ajuda National Palace. Bus stop at 1 minute, tram stop at 3, and train station at 15. Easy access to most of the city's tourist attractions, to all kinds of commerce and services. We await your contact.",A,False,,,Ajuda,,False,False,895000,False,2 Moradias Isoladas para venda - Lisboa,4 ou mais,T5
True,False,810,1000,473,False,Usado,,Lisboa,"Esta moradia, com  , situa-se na freguesia de Alvalade, com fácil acesso aos principais eixos rodoviários da cidade. Num lote com 1000 m2, a moradia tem uma área de implantação de 353 m2, o que lhe deixa uma imensa área exterior para usufruir de uma óptima qualidade de vida. A moradia   (estando consequentemente  ), pelo que para manter o anonimato dos intervenientes, todas as informações serão dadas pessoalmente. Se procura um imóvel com estas características para a sua família ou empresa, contacte-me hoje mesmo.",C,False,,,Alvalade,,False,False,3000000,True,Moradia com 810 m2 para venda em Alvalade,3,T8
True,False,528,,374,False,Novo,,Lisboa,"Moradia T4+1 com 528 m2 de área bruta de construção, jardim com 89 m2 e piscina, no Lumiar, em Lisboa. Inserida em empreendimento composto por dezassete moradias em banda, onze T3+1, uma T3 e cinco T4+1, e uma sala de condomínio, organizadas perpendicularmente ao longo do novo arruamento que atravessa o terreno de Norte a Sul. Todas as moradias têm piscina privativa na sua área ajardinada. São casas pátio, sendo o pátio central a ligação da zona privada à zona exterior. O corredor de distribuição que atravessa toda a casa funciona como elemento estruturante na organização do espaço. Dois lugares de garagem  O empreendimento Quinta do Paço Lumiar será objeto de certificação, tanto ao nível da qualidade técnica de construção – domusqual – como em termos de sustentabilidade.  Categoria Energética: A",A,False,True,,Lumiar,,False,True,Preçosobconsulta,True,"Moradia T4+1 com jardim e piscina, no Lumiar, Lisboa",4 ou mais,T4
False,False,"37,80","45,30","37,80",False,,1937,Lisboa,"Moradia arrendada com contrato sem termo.   Pequena moradia geminada, situada no  . Atualmente com cerca de 40m2, mas com potencial para se transformar num imóvel muito interessante no futuro (Projeto de arquitetura para remodelação em estudo).     -   House rented with an open-ended contract.   Small townhouse located in Bairro da Graça | Lisbon. Currently with about 40m2, but with the potential to become a very interesting property in the future (Architecture project for remodeling under study).     -   Maison louée en CDI.   Petite maison de ville située dans le Actuellement avec environ 40m2, mais avec le potentiel de devenir une propriété très intéressante à l'avenir (Projet d'architecture pour le remodelage à l'étude).",F,False,,,São Vicente,,False,False,135000,False,Moradia T4 para venda,1,T4
